%time,field.data
621450000000,1.0141575336456299
621470000000,1.0112049579620361
621490000000,1.0081532001495361
621510000000,1.0033104419708252
621550000000,0.9992265701293945
621550000000,0.9946987628936768
621590000000,0.9856182336807251
621590000000,0.9768235683441162
621640000000,-0.7099056243896484
621640000000,0.9592454433441162
621680000000,0.9525463581085205
621680000000,0.9451528787612915
621730000000,0.9381901025772095
621730000000,0.9319401979446411
621770000000,0.9266124963760376
621770000000,0.920225977897644
621770000000,0.9154348373413086
621810000000,0.9110671281814575
621810000000,0.9056969881057739
621830000000,-0.8052362203598022
621850000000,-0.708514928817749
621890000000,0.8927257061004639
621890000000,0.8868511915206909
621940000000,0.8842936754226685
621940000000,0.8795166015625
621990000000,0.8741941452026367
621990000000,0.869451642036438
622030000000,0.8625582456588745
622030000000,0.8556843996047974
622030000000,0.8485769033432007
622080000000,0.8396844863891602
622080000000,0.8311504125595093
622090000000,0.8231815099716187
622110000000,0.8135340213775635
622150000000,0.8099628686904907
622150000000,0.8061027526855469
622190000000,0.8013178110122681
622190000000,0.799537181854248
622240000000,0.7935022115707397
622240000000,0.7908446788787842
622280000000,0.7864475250244141
622280000000,0.7809313535690308
622330000000,0.7774415016174316
622330000000,0.7726012468338013
622370000000,0.7679409980773926
622370000000,0.7650624513626099
622370000000,0.7602909803390503
622410000000,0.7555345296859741
622410000000,0.7511065006256104
622430000000,0.7473151683807373
622450000000,0.7435883283615112
622490000000,0.7385859489440918
622490000000,0.7352613210678101
622530000000,0.7297170162200928
622530000000,0.7248358726501465
622580000000,0.7210037708282471
622580000000,0.7156448364257812
622630000000,0.7081668376922607
622630000000,0.7023226022720337
622630000000,0.6978040933609009
622680000000,0.6916347742080688
622680000000,0.6846534013748169
622690000000,0.6791832447052002
622710000000,0.6739804744720459
622750000000,0.6686166524887085
622750000000,0.6621735095977783
622800000000,0.6562438011169434
622800000000,0.6523488759994507
622840000000,0.6464837789535522
622840000000,0.6395013332366943
622880000000,0.6355319023132324
622880000000,0.6300923824310303
622930000000,0.6268060207366943
622930000000,0.6235536336898804
622930000000,0.6204253435134888
622980000000,0.6155345439910889
622980000000,0.6107867956161499
622990000000,0.6066688299179077
623010000000,0.6001220941543579
623050000000,0.5962936878204346
623050000000,0.5902886390686035
623090000000,0.5854488611221313
623090000000,0.5829192399978638
623140000000,0.5767010450363159
623140000000,0.5722060203552246
623180000000,0.566354513168335
623180000000,0.5595656633377075
623220000000,0.5563398599624634
623220000000,0.5525492429733276
623270000000,0.5475319623947144
623270000000,0.5428804159164429
623270000000,0.5380806922912598
623310000000,0.5311434268951416
623310000000,0.5275624990463257
623330000000,0.5227116346359253
623350000000,0.5177096128463745
623390000000,0.5109995603561401
623390000000,0.5070607662200928
623430000000,0.5024721622467041
623430000000,0.4981193542480469
623480000000,0.49292588233947754
623480000000,0.48792314529418945
623520000000,0.4837096929550171
623520000000,0.4769754409790039
623570000000,0.47578108310699463
623570000000,0.47146928310394287
623570000000,0.46869397163391113
623610000000,0.46400249004364014
623610000000,0.46084296703338623
623630000000,0.45678794384002686
623650000000,0.45209741592407227
623690000000,0.44802534580230713
623690000000,0.4448312520980835
623730000000,0.4392620325088501
623730000000,0.4356433153152466
